text,label,sentiment,text_length,text_cleaned
买回来就发现手机的客服有问题，很失望。！建议大家参考。,0,负面,27,买回来就发现手机的客服有问题，很失望。！建议大家参考。
这个价钱买到这么好的台灯，材质还这么好，太值了。,1,正面,24,这个价钱买到这么好的台灯，材质还这么好，太值了。
退货了，手表的尺寸完全不能用，浪费时间。,0,负面,20,退货了，手表的尺寸完全不能用，浪费时间。
物流慢也就算了，鞋子的价格还这么差，差评。,0,负面,21,物流慢也就算了，鞋子的价格还这么差，差评。
客服态度差，充电宝的物流也有问题，体验很差。,0,负面,22,客服态度差，充电宝的物流也有问题，体验很差。
太坑了，衣服的客服和描述完全不一样。,0,负面,18,太坑了，衣服的客服和描述完全不一样。
手机的价格太差了，非常后悔。,0,负面,14,手机的价格太差了，非常后悔。
第二次回购了，台灯的颜色一如既往的好。,1,正面,19,第二次回购了，台灯的颜色一如既往的好。
衣服的价格真的是太差了，一次糟糕的购物体验。,0,负面,22,衣服的价格真的是太差了，一次糟糕的购物体验。
这个手机的价格很差，和图片上的完全不一样。，推荐！,0,负面,25,这个手机的价格很差，和图片上的完全不一样。，推荐！
客服态度差，电脑的材质也有问题，体验很差。,0,负面,21,客服态度差，电脑的材质也有问题，体验很差。
退货了，台灯的物流完全不能用，浪费时间。,0,负面,20,退货了，台灯的物流完全不能用，浪费时间。
这个手表的做工超出了我的预期，很惊喜。,1,正面,19,这个手表的做工超出了我的预期，很惊喜。
对比了好几家才选的这家，台灯的颜色确实好。，推荐！,1,正面,25,对比了好几家才选的这家，台灯的颜色确实好。，推荐！
好评！充电宝的功能很好，客服态度也好。。,1,正面,20,好评！充电宝的功能很好，客服态度也好。。
这个台灯的外观超出了我的预期，很惊喜。！建议大家参考。,1,正面,27,这个台灯的外观超出了我的预期，很惊喜。！建议大家参考。
这个衣服的颜色超出了我的预期，很惊喜。,1,正面,19,这个衣服的颜色超出了我的预期，很惊喜。
客服态度差，衣服的包装也有问题，体验很差。。,0,负面,22,客服态度差，衣服的包装也有问题，体验很差。。
充电宝的质量超出预期，值得购买。,1,正面,16,充电宝的质量超出预期，值得购买。
这个台灯的物流很差，和图片上的完全不一样。,0,负面,21,这个台灯的物流很差，和图片上的完全不一样。
买回来用了几天，电脑的价格确实好。,1,正面,17,买回来用了几天，电脑的价格确实好。
太坑了，衣服的物流和描述完全不一样。,0,负面,18,太坑了，衣服的物流和描述完全不一样。
好评！书包的做工很好，客服态度也好。,1,正面,18,好评！书包的做工很好，客服态度也好。
好评！手机的客服很好，客服态度也好。，推荐！,1,正面,22,好评！手机的客服很好，客服态度也好。，推荐！
水杯的包装很好，物流也快，五星好评。,1,正面,18,水杯的包装很好，物流也快，五星好评。
好评！书包的客服很好，客服态度也好。,1,正面,18,好评！书包的客服很好，客服态度也好。
退货了，鞋子的做工完全不能用，浪费时间。,0,负面,20,退货了，鞋子的做工完全不能用，浪费时间。
被图片骗了，实际耳机的颜色很差，不值这个价。,0,负面,22,被图片骗了，实际耳机的颜色很差，不值这个价。
耳机的质量太差了，非常后悔。,0,负面,14,耳机的质量太差了，非常后悔。
衣服做工很差，根本不值这个价。,0,负面,15,衣服做工很差，根本不值这个价。
这个衣服的功能不行，建议大家别买。！,0,负面,18,这个衣服的功能不行，建议大家别买。！
买回来就发现水杯的包装有问题，很失望。！,0,负面,20,买回来就发现水杯的包装有问题，很失望。！
用了没几天手表的质量就出问题了，差评。,0,负面,19,用了没几天手表的质量就出问题了，差评。
买回来用了几天，鞋子的质量确实好。,1,正面,17,买回来用了几天，鞋子的质量确实好。
鞋子的功能太差了，非常后悔。,0,负面,14,鞋子的功能太差了，非常后悔。
物流慢也就算了，水杯的价格还这么差，差评。。,0,负面,22,物流慢也就算了，水杯的价格还这么差，差评。。
再也不在这家买了，水杯的材质太让人失望了。,0,负面,21,再也不在这家买了，水杯的材质太让人失望了。
再也不在这家买了，电脑的尺寸太让人失望了。,0,负面,21,再也不在这家买了，电脑的尺寸太让人失望了。
这个电脑的功能不错，推荐给大家。！,1,正面,17,这个电脑的功能不错，推荐给大家。！
这个水杯的材质不错，推荐给大家。,1,正面,16,这个水杯的材质不错，推荐给大家。
对比了好几家才选的这家，手机的做工确实好。，推荐！,1,正面,25,对比了好几家才选的这家，手机的做工确实好。，推荐！
这个手表的材质很差，和图片上的完全不一样。,0,负面,21,这个手表的材质很差，和图片上的完全不一样。
这个价钱买到这么好的台灯，包装还这么好，太值了。,1,正面,24,这个价钱买到这么好的台灯，包装还这么好，太值了。
买回来就发现台灯的材质有问题，很失望。，不推荐！,0,负面,24,买回来就发现台灯的材质有问题，很失望。，不推荐！
物流慢也就算了，台灯的尺寸还这么差，差评。,0,负面,21,物流慢也就算了，台灯的尺寸还这么差，差评。
收到衣服了，功能很差，申请退货中。,0,负面,17,收到衣服了，功能很差，申请退货中。
这个电脑的材质很差，和图片上的完全不一样。,0,负面,21,这个电脑的材质很差，和图片上的完全不一样。
这个价钱买到这么好的手表，功能还这么好，太值了。,1,正面,24,这个价钱买到这么好的手表，功能还这么好，太值了。
收到手表了，客服很差，申请退货中。,0,负面,17,收到手表了，客服很差，申请退货中。
对比了好几家才选的这家，手表的物流确实好。,1,正面,21,对比了好几家才选的这家，手表的物流确实好。
好评！鞋子的功能很好，客服态度也好。,1,正面,18,好评！鞋子的功能很好，客服态度也好。
退货了，手表的颜色完全不能用，浪费时间。！,0,负面,21,退货了，手表的颜色完全不能用，浪费时间。！
对比了好几家才选的这家，耳机的包装确实好。,1,正面,21,对比了好几家才选的这家，耳机的包装确实好。
收到手表了，颜色比想象中好，颜色也好看。！,1,正面,21,收到手表了，颜色比想象中好，颜色也好看。！
电脑客服很好，很满意！！,1,正面,12,电脑客服很好，很满意！！
手表价格很差，根本不值这个价。,0,负面,15,手表价格很差，根本不值这个价。
这个价钱买到这么好的电脑，价格还这么好，太值了。,1,正面,24,这个价钱买到这么好的电脑，价格还这么好，太值了。
这个电脑的质量很差，和图片上的完全不一样。！建议大家参考。,0,负面,29,这个电脑的质量很差，和图片上的完全不一样。！建议大家参考。
这个价钱买到这么好的水杯，材质还这么好，太值了。,1,正面,24,这个价钱买到这么好的水杯，材质还这么好，太值了。
给家人买的手表，他们说价格很好。,1,正面,16,给家人买的手表，他们说价格很好。
被图片骗了，实际耳机的客服很差，不值这个价。,0,负面,22,被图片骗了，实际耳机的客服很差，不值这个价。
这个手表的质量超出了我的预期，很惊喜。,1,正面,19,这个手表的质量超出了我的预期，很惊喜。
退货了，水杯的物流完全不能用，浪费时间。,0,负面,20,退货了，水杯的物流完全不能用，浪费时间。
对比了好几家才选的这家，手表的做工确实好。,1,正面,21,对比了好几家才选的这家，手表的做工确实好。
收到耳机了，包装比想象中好，颜色也好看。,1,正面,20,收到耳机了，包装比想象中好，颜色也好看。
电脑的外观很好，做工精细，很喜欢。,1,正面,17,电脑的外观很好，做工精细，很喜欢。
买回来用了几天，手表的外观确实好。,1,正面,17,买回来用了几天，手表的外观确实好。
这个手机的包装很差，和图片上的完全不一样。,0,负面,21,这个手机的包装很差，和图片上的完全不一样。
买回来用了几天，水杯的做工确实好。,1,正面,17,买回来用了几天，水杯的做工确实好。
书包包装很棒，价格也合理，好评。,1,正面,16,书包包装很棒，价格也合理，好评。
买回来就发现台灯的颜色有问题，很失望。。,0,负面,20,买回来就发现台灯的颜色有问题，很失望。。
退货了，手机的颜色完全不能用，浪费时间。,0,负面,20,退货了，手机的颜色完全不能用，浪费时间。
收到手表了，物流比想象中好，颜色也好看。,1,正面,20,收到手表了，物流比想象中好，颜色也好看。
书包的物流很好，物流也快，五星好评。,1,正面,18,书包的物流很好，物流也快，五星好评。
台灯的质量太差了，非常后悔。,0,负面,14,台灯的质量太差了，非常后悔。
这个书包的颜色很差，和图片上的完全不一样。,0,负面,21,这个书包的颜色很差，和图片上的完全不一样。
这个手机的材质很差，和图片上的完全不一样。,0,负面,21,这个手机的材质很差，和图片上的完全不一样。
买回来就发现手表的物流有问题，很失望。,0,负面,19,买回来就发现手表的物流有问题，很失望。
这个电脑的功能很差，和图片上的完全不一样。,0,负面,21,这个电脑的功能很差，和图片上的完全不一样。
买回来就发现手机的材质有问题，很失望。,0,负面,19,买回来就发现手机的材质有问题，很失望。
这个电脑的做工超出了我的预期，很惊喜。，不推荐！,1,正面,24,这个电脑的做工超出了我的预期，很惊喜。，不推荐！
书包的做工真的是太差了，一次糟糕的购物体验。,0,负面,22,书包的做工真的是太差了，一次糟糕的购物体验。
客服态度差，台灯的尺寸也有问题，体验很差。,0,负面,21,客服态度差，台灯的尺寸也有问题，体验很差。
用了没几天耳机的价格就出问题了，差评。,0,负面,19,用了没几天耳机的价格就出问题了，差评。
书包的价格太差了，非常后悔。,0,负面,14,书包的价格太差了，非常后悔。
好评！耳机的材质很好，客服态度也好。，推荐！,1,正面,22,好评！耳机的材质很好，客服态度也好。，推荐！
这个鞋子的质量真的不行，不如实体店买。,0,负面,19,这个鞋子的质量真的不行，不如实体店买。
性价比很高的鞋子，外观没让我失望。,1,正面,17,性价比很高的鞋子，外观没让我失望。
书包颜色很好，很满意！,1,正面,11,书包颜色很好，很满意！
水杯的尺寸真的是太差了，一次糟糕的购物体验。,0,负面,22,水杯的尺寸真的是太差了，一次糟糕的购物体验。
客服态度差，手机的包装也有问题，体验很差。,0,负面,21,客服态度差，手机的包装也有问题，体验很差。
衣服功能很差，根本不值这个价。,0,负面,15,衣服功能很差，根本不值这个价。
买回来用了几天，手表的功能确实好。,1,正面,17,买回来用了几天，手表的功能确实好。
这个耳机的功能不行，建议大家别买。！,0,负面,18,这个耳机的功能不行，建议大家别买。！
书包客服很好，很满意！,1,正面,11,书包客服很好，很满意！
买回来用了几天，充电宝的价格确实好。。,1,正面,19,买回来用了几天，充电宝的价格确实好。。
收到台灯了，材质很差，申请退货中。,0,负面,17,收到台灯了，材质很差，申请退货中。
这个价钱买到这么好的手表，包装还这么好，太值了。,1,正面,24,这个价钱买到这么好的手表，包装还这么好，太值了。
给家人买的充电宝，他们说做工很好。，不推荐！,1,正面,22,给家人买的充电宝，他们说做工很好。，不推荐！
对比了好几家才选的这家，耳机的质量确实好。,1,正面,21,对比了好几家才选的这家，耳机的质量确实好。
用了没几天手表的做工就出问题了，差评。,0,负面,19,用了没几天手表的做工就出问题了，差评。
太坑了，充电宝的包装和描述完全不一样。,0,负面,19,太坑了，充电宝的包装和描述完全不一样。
收到鞋子了，颜色比想象中好，颜色也好看。,1,正面,20,收到鞋子了，颜色比想象中好，颜色也好看。
太坑了，水杯的功能和描述完全不一样。,0,负面,18,太坑了，水杯的功能和描述完全不一样。
第二次回购了，手表的颜色一如既往的好。,1,正面,19,第二次回购了，手表的颜色一如既往的好。
物流慢也就算了，手表的客服还这么差，差评。，推荐！,0,负面,25,物流慢也就算了，手表的客服还这么差，差评。，推荐！
耳机的客服很好，做工精细，很喜欢。,1,正面,17,耳机的客服很好，做工精细，很喜欢。
收到耳机了，质量比想象中好，颜色也好看。！,1,正面,21,收到耳机了，质量比想象中好，颜色也好看。！
性价比很高的耳机，外观没让我失望。,1,正面,17,性价比很高的耳机，外观没让我失望。
耳机质量很棒，价格也合理，好评。！,1,正面,17,耳机质量很棒，价格也合理，好评。！
收到衣服了，外观比想象中好，颜色也好看。,1,正面,20,收到衣服了，外观比想象中好，颜色也好看。
收到手机了，颜色很差，申请退货中。！建议大家参考。,0,负面,25,收到手机了，颜色很差，申请退货中。！建议大家参考。
这个价钱买到这么好的手机，颜色还这么好，太值了。,1,正面,24,这个价钱买到这么好的手机，颜色还这么好，太值了。
物流慢也就算了，台灯的价格还这么差，差评。,0,负面,21,物流慢也就算了，台灯的价格还这么差，差评。
第二次回购了，手表的包装一如既往的好。,1,正面,19,第二次回购了，手表的包装一如既往的好。
手表物流很棒，价格也合理，好评。,1,正面,16,手表物流很棒，价格也合理，好评。
退货了，手表的价格完全不能用，浪费时间。！,0,负面,21,退货了，手表的价格完全不能用，浪费时间。！
退货了，手机的物流完全不能用，浪费时间。,0,负面,20,退货了，手机的物流完全不能用，浪费时间。
电脑的价格超出预期，值得购买。,1,正面,15,电脑的价格超出预期，值得购买。
买回来就发现耳机的质量有问题，很失望。，推荐！,0,负面,23,买回来就发现耳机的质量有问题，很失望。，推荐！
第二次回购了，水杯的物流一如既往的好。,1,正面,19,第二次回购了，水杯的物流一如既往的好。
第二次回购了，耳机的颜色一如既往的好。,1,正面,19,第二次回购了，耳机的颜色一如既往的好。
物流慢也就算了，台灯的尺寸还这么差，差评。！,0,负面,22,物流慢也就算了，台灯的尺寸还这么差，差评。！
这个价钱买到这么好的耳机，物流还这么好，太值了。！,1,正面,25,这个价钱买到这么好的耳机，物流还这么好，太值了。！
这个充电宝的质量很差，和图片上的完全不一样。,0,负面,22,这个充电宝的质量很差，和图片上的完全不一样。
第二次回购了，水杯的功能一如既往的好。。,1,正面,20,第二次回购了，水杯的功能一如既往的好。。
被图片骗了，实际耳机的物流很差，不值这个价。,0,负面,22,被图片骗了，实际耳机的物流很差，不值这个价。
好评！耳机的做工很好，客服态度也好。,1,正面,18,好评！耳机的做工很好，客服态度也好。
物流慢也就算了，充电宝的颜色还这么差，差评。,0,负面,22,物流慢也就算了，充电宝的颜色还这么差，差评。
给家人买的台灯，他们说外观很好。，推荐！,1,正面,20,给家人买的台灯，他们说外观很好。，推荐！
水杯的包装真的是太差了，一次糟糕的购物体验。，推荐！,0,负面,26,水杯的包装真的是太差了，一次糟糕的购物体验。，推荐！
书包的包装真的是太差了，一次糟糕的购物体验。，推荐！,0,负面,26,书包的包装真的是太差了，一次糟糕的购物体验。，推荐！
对比了好几家才选的这家，书包的物流确实好。,1,正面,21,对比了好几家才选的这家，书包的物流确实好。
买回来就发现水杯的尺寸有问题，很失望。,0,负面,19,买回来就发现水杯的尺寸有问题，很失望。
收到电脑了，价格比想象中好，颜色也好看。,1,正面,20,收到电脑了，价格比想象中好，颜色也好看。
退货了，水杯的尺寸完全不能用，浪费时间。,0,负面,20,退货了，水杯的尺寸完全不能用，浪费时间。
水杯的价格很好，物流也快，五星好评。,1,正面,18,水杯的价格很好，物流也快，五星好评。
第二次回购了，鞋子的颜色一如既往的好。。,1,正面,20,第二次回购了，鞋子的颜色一如既往的好。。
书包材质很棒，价格也合理，好评。,1,正面,16,书包材质很棒，价格也合理，好评。
买回来就发现台灯的材质有问题，很失望。,0,负面,19,买回来就发现台灯的材质有问题，很失望。
台灯的功能很好，做工精细，很喜欢。,1,正面,17,台灯的功能很好，做工精细，很喜欢。
台灯的价格超出预期，值得购买。,1,正面,15,台灯的价格超出预期，值得购买。
收到手表了，做工很差，申请退货中。,0,负面,17,收到手表了，做工很差，申请退货中。
好评！衣服的功能很好，客服态度也好。,1,正面,18,好评！衣服的功能很好，客服态度也好。
台灯材质很好，很满意！,1,正面,11,台灯材质很好，很满意！
退货了，手机的包装完全不能用，浪费时间。,0,负面,20,退货了，手机的包装完全不能用，浪费时间。
退货了，充电宝的物流完全不能用，浪费时间。,0,负面,21,退货了，充电宝的物流完全不能用，浪费时间。
客服态度差，鞋子的做工也有问题，体验很差。,0,负面,21,客服态度差，鞋子的做工也有问题，体验很差。
再也不在这家买了，电脑的客服太让人失望了。,0,负面,21,再也不在这家买了，电脑的客服太让人失望了。
收到手表了，功能很差，申请退货中。,0,负面,17,收到手表了，功能很差，申请退货中。
买回来用了几天，衣服的客服确实好。,1,正面,17,买回来用了几天，衣服的客服确实好。
手机颜色很好，很满意！,1,正面,11,手机颜色很好，很满意！
再也不在这家买了，电脑的材质太让人失望了。,0,负面,21,再也不在这家买了，电脑的材质太让人失望了。
鞋子功能很棒，价格也合理，好评。！,1,正面,17,鞋子功能很棒，价格也合理，好评。！
再也不在这家买了，鞋子的包装太让人失望了。，推荐！,0,负面,25,再也不在这家买了，鞋子的包装太让人失望了。，推荐！
手机外观很好，很满意！,1,正面,11,手机外观很好，很满意！
性价比很高的台灯，客服没让我失望。！,1,正面,18,性价比很高的台灯，客服没让我失望。！
性价比很高的台灯，材质没让我失望。,1,正面,17,性价比很高的台灯，材质没让我失望。
好评！水杯的包装很好，客服态度也好。,1,正面,18,好评！水杯的包装很好，客服态度也好。
收到书包了，质量很差，申请退货中。！建议大家参考。,0,负面,25,收到书包了，质量很差，申请退货中。！建议大家参考。
好评！鞋子的材质很好，客服态度也好。,1,正面,18,好评！鞋子的材质很好，客服态度也好。
电脑的客服很好，物流也快，五星好评。，不推荐！,1,正面,23,电脑的客服很好，物流也快，五星好评。，不推荐！
物流慢也就算了，水杯的颜色还这么差，差评。,0,负面,21,物流慢也就算了，水杯的颜色还这么差，差评。
衣服尺寸很差，根本不值这个价。！建议大家参考。,0,负面,23,衣服尺寸很差，根本不值这个价。！建议大家参考。
台灯的颜色真的是太差了，一次糟糕的购物体验。,0,负面,22,台灯的颜色真的是太差了，一次糟糕的购物体验。
买回来就发现手表的包装有问题，很失望。,0,负面,19,买回来就发现手表的包装有问题，很失望。
耳机做工很差，根本不值这个价。,0,负面,15,耳机做工很差，根本不值这个价。
这个衣服的客服真的不行，不如实体店买。,0,负面,19,这个衣服的客服真的不行，不如实体店买。
台灯的外观超出预期，值得购买。,1,正面,15,台灯的外观超出预期，值得购买。
对比了好几家才选的这家，水杯的做工确实好。,1,正面,21,对比了好几家才选的这家，水杯的做工确实好。
物流慢也就算了，耳机的材质还这么差，差评。,0,负面,21,物流慢也就算了，耳机的材质还这么差，差评。
这个电脑的颜色超出了我的预期，很惊喜。,1,正面,19,这个电脑的颜色超出了我的预期，很惊喜。
耳机的物流真的是太差了，一次糟糕的购物体验。,0,负面,22,耳机的物流真的是太差了，一次糟糕的购物体验。
电脑的做工太差了，非常后悔。,0,负面,14,电脑的做工太差了，非常后悔。
性价比很高的耳机，质量没让我失望。,1,正面,17,性价比很高的耳机，质量没让我失望。
被图片骗了，实际手机的物流很差，不值这个价。,0,负面,22,被图片骗了，实际手机的物流很差，不值这个价。
好评！手表的价格很好，客服态度也好。,1,正面,18,好评！手表的价格很好，客服态度也好。
这个价钱买到这么好的水杯，包装还这么好，太值了。,1,正面,24,这个价钱买到这么好的水杯，包装还这么好，太值了。
对比了好几家才选的这家，水杯的质量确实好。,1,正面,21,对比了好几家才选的这家，水杯的质量确实好。
好评！鞋子的做工很好，客服态度也好。。,1,正面,19,好评！鞋子的做工很好，客服态度也好。。
好评！衣服的价格很好，客服态度也好。,1,正面,18,好评！衣服的价格很好，客服态度也好。
性价比很高的手表，物流没让我失望。，推荐！,1,正面,21,性价比很高的手表，物流没让我失望。，推荐！
买回来用了几天，台灯的价格确实好。,1,正面,17,买回来用了几天，台灯的价格确实好。
第二次回购了，台灯的质量一如既往的好。，不推荐！,1,正面,24,第二次回购了，台灯的质量一如既往的好。，不推荐！
物流慢也就算了，手机的颜色还这么差，差评。,0,负面,21,物流慢也就算了，手机的颜色还这么差，差评。
买回来用了几天，手表的物流确实好。,1,正面,17,买回来用了几天，手表的物流确实好。
对比了好几家才选的这家，书包的功能确实好。！,1,正面,22,对比了好几家才选的这家，书包的功能确实好。！
水杯的质量太差了，非常后悔。,0,负面,14,水杯的质量太差了，非常后悔。
充电宝的客服很好，物流也快，五星好评。,1,正面,19,充电宝的客服很好，物流也快，五星好评。
鞋子的材质超出预期，值得购买。,1,正面,15,鞋子的材质超出预期，值得购买。
电脑客服很好，很满意！，推荐！,1,正面,15,电脑客服很好，很满意！，推荐！
对比了好几家才选的这家，水杯的物流确实好。,1,正面,21,对比了好几家才选的这家，水杯的物流确实好。
手表的价格超出预期，值得购买。,1,正面,15,手表的价格超出预期，值得购买。
这个充电宝的尺寸真的不行，不如实体店买。,0,负面,20,这个充电宝的尺寸真的不行，不如实体店买。
被图片骗了，实际水杯的质量很差，不值这个价。,0,负面,22,被图片骗了，实际水杯的质量很差，不值这个价。
给家人买的衣服，他们说做工很好。,1,正面,16,给家人买的衣服，他们说做工很好。
用了没几天鞋子的客服就出问题了，差评。,0,负面,19,用了没几天鞋子的客服就出问题了，差评。
收到书包了，价格很差，申请退货中。,0,负面,17,收到书包了，价格很差，申请退货中。
对比了好几家才选的这家，充电宝的材质确实好。,1,正面,22,对比了好几家才选的这家，充电宝的材质确实好。
收到水杯了，颜色很差，申请退货中。,0,负面,17,收到水杯了，颜色很差，申请退货中。
客服态度差，充电宝的包装也有问题，体验很差。，推荐！,0,负面,26,客服态度差，充电宝的包装也有问题，体验很差。，推荐！
用了没几天手表的客服就出问题了，差评。！,0,负面,20,用了没几天手表的客服就出问题了，差评。！
买回来就发现电脑的价格有问题，很失望。,0,负面,19,买回来就发现电脑的价格有问题，很失望。
手表质量很好，很满意！,1,正面,11,手表质量很好，很满意！
水杯做工很棒，价格也合理，好评。,1,正面,16,水杯做工很棒，价格也合理，好评。
退货了，手机的做工完全不能用，浪费时间。,0,负面,20,退货了，手机的做工完全不能用，浪费时间。
耳机做工很棒，价格也合理，好评。,1,正面,16,耳机做工很棒，价格也合理，好评。
被图片骗了，实际衣服的颜色很差，不值这个价。,0,负面,22,被图片骗了，实际衣服的颜色很差，不值这个价。
收到台灯了，做工比想象中好，颜色也好看。。,1,正面,21,收到台灯了，做工比想象中好，颜色也好看。。
第二次回购了，手机的颜色一如既往的好。,1,正面,19,第二次回购了，手机的颜色一如既往的好。
水杯的颜色很好，做工精细，很喜欢。,1,正面,17,水杯的颜色很好，做工精细，很喜欢。
买回来就发现台灯的颜色有问题，很失望。,0,负面,19,买回来就发现台灯的颜色有问题，很失望。
物流慢也就算了，衣服的价格还这么差，差评。！,0,负面,22,物流慢也就算了，衣服的价格还这么差，差评。！
太坑了，电脑的包装和描述完全不一样。,0,负面,18,太坑了，电脑的包装和描述完全不一样。
买回来用了几天，充电宝的质量确实好。,1,正面,18,买回来用了几天，充电宝的质量确实好。
客服态度差，手机的尺寸也有问题，体验很差。,0,负面,21,客服态度差，手机的尺寸也有问题，体验很差。
这个台灯的质量不错，推荐给大家。,1,正面,16,这个台灯的质量不错，推荐给大家。
这个衣服的质量很差，和图片上的完全不一样。,0,负面,21,这个衣服的质量很差，和图片上的完全不一样。
这个手表的尺寸不行，建议大家别买。,0,负面,17,这个手表的尺寸不行，建议大家别买。
第二次回购了，水杯的价格一如既往的好。,1,正面,19,第二次回购了，水杯的价格一如既往的好。
这个耳机的价格很差，和图片上的完全不一样。,0,负面,21,这个耳机的价格很差，和图片上的完全不一样。
好评！手机的包装很好，客服态度也好。！建议大家参考。,1,正面,26,好评！手机的包装很好，客服态度也好。！建议大家参考。
这个台灯的质量很差，和图片上的完全不一样。,0,负面,21,这个台灯的质量很差，和图片上的完全不一样。
水杯客服很好，很满意！,1,正面,11,水杯客服很好，很满意！
好评！书包的材质很好，客服态度也好。,1,正面,18,好评！书包的材质很好，客服态度也好。
被图片骗了，实际衣服的价格很差，不值这个价。！,0,负面,23,被图片骗了，实际衣服的价格很差，不值这个价。！
这个充电宝的功能不行，建议大家别买。！,0,负面,19,这个充电宝的功能不行，建议大家别买。！
手机的质量真的是太差了，一次糟糕的购物体验。,0,负面,22,手机的质量真的是太差了，一次糟糕的购物体验。
这个鞋子的功能不错，推荐给大家。，不推荐！,1,正面,21,这个鞋子的功能不错，推荐给大家。，不推荐！
性价比很高的充电宝，包装没让我失望。,1,正面,18,性价比很高的充电宝，包装没让我失望。
这个耳机的包装超出了我的预期，很惊喜。,1,正面,19,这个耳机的包装超出了我的预期，很惊喜。
这个手表的客服很差，和图片上的完全不一样。,0,负面,21,这个手表的客服很差，和图片上的完全不一样。
性价比很高的台灯，客服没让我失望。，推荐！,1,正面,21,性价比很高的台灯，客服没让我失望。，推荐！
手机的包装很好，物流也快，五星好评。,1,正面,18,手机的包装很好，物流也快，五星好评。
电脑的功能超出预期，值得购买。,1,正面,15,电脑的功能超出预期，值得购买。
太坑了，书包的材质和描述完全不一样。,0,负面,18,太坑了，书包的材质和描述完全不一样。
客服态度差，鞋子的尺寸也有问题，体验很差。,0,负面,21,客服态度差，鞋子的尺寸也有问题，体验很差。
这个水杯的物流超出了我的预期，很惊喜。,1,正面,19,这个水杯的物流超出了我的预期，很惊喜。
这个耳机的客服真的不行，不如实体店买。！建议大家参考。,0,负面,27,这个耳机的客服真的不行，不如实体店买。！建议大家参考。
好评！耳机的材质很好，客服态度也好。,1,正面,18,好评！耳机的材质很好，客服态度也好。
好评！手机的做工很好，客服态度也好。,1,正面,18,好评！手机的做工很好，客服态度也好。
买回来就发现耳机的功能有问题，很失望。！建议大家参考。,0,负面,27,买回来就发现耳机的功能有问题，很失望。！建议大家参考。
好评！充电宝的功能很好，客服态度也好。,1,正面,19,好评！充电宝的功能很好，客服态度也好。
收到耳机了，功能很差，申请退货中。！建议大家参考。,0,负面,25,收到耳机了，功能很差，申请退货中。！建议大家参考。
手表做工很差，根本不值这个价。,0,负面,15,手表做工很差，根本不值这个价。
电脑质量很好，很满意！,1,正面,11,电脑质量很好，很满意！
这个电脑的做工真的不行，不如实体店买。,0,负面,19,这个电脑的做工真的不行，不如实体店买。
物流慢也就算了，书包的客服还这么差，差评。,0,负面,21,物流慢也就算了，书包的客服还这么差，差评。
买回来就发现耳机的做工有问题，很失望。,0,负面,19,买回来就发现耳机的做工有问题，很失望。
再也不在这家买了，耳机的物流太让人失望了。！建议大家参考。,0,负面,29,再也不在这家买了，耳机的物流太让人失望了。！建议大家参考。
手机的功能太差了，非常后悔。,0,负面,14,手机的功能太差了，非常后悔。
收到手机了，功能比想象中好，颜色也好看。,1,正面,20,收到手机了，功能比想象中好，颜色也好看。
物流慢也就算了，耳机的包装还这么差，差评。,0,负面,21,物流慢也就算了，耳机的包装还这么差，差评。
这个衣服的材质真的不行，不如实体店买。,0,负面,19,这个衣服的材质真的不行，不如实体店买。
台灯客服很差，根本不值这个价。！,0,负面,16,台灯客服很差，根本不值这个价。！
第二次回购了，耳机的包装一如既往的好。,1,正面,19,第二次回购了，耳机的包装一如既往的好。
第二次回购了，电脑的质量一如既往的好。,1,正面,19,第二次回购了，电脑的质量一如既往的好。
收到电脑了，外观比想象中好，颜色也好看。,1,正面,20,收到电脑了，外观比想象中好，颜色也好看。
收到台灯了，功能很差，申请退货中。,0,负面,17,收到台灯了，功能很差，申请退货中。
这个书包的包装超出了我的预期，很惊喜。,1,正面,19,这个书包的包装超出了我的预期，很惊喜。
这个耳机的客服真的不行，不如实体店买。！,0,负面,20,这个耳机的客服真的不行，不如实体店买。！
太坑了，鞋子的尺寸和描述完全不一样。！建议大家参考。,0,负面,26,太坑了，鞋子的尺寸和描述完全不一样。！建议大家参考。
收到水杯了，包装比想象中好，颜色也好看。,1,正面,20,收到水杯了，包装比想象中好，颜色也好看。
性价比很高的书包，价格没让我失望。,1,正面,17,性价比很高的书包，价格没让我失望。
收到电脑了，物流很差，申请退货中。，推荐！,0,负面,21,收到电脑了，物流很差，申请退货中。，推荐！
好评！手机的功能很好，客服态度也好。！,1,正面,19,好评！手机的功能很好，客服态度也好。！
这个台灯的尺寸真的不行，不如实体店买。，不推荐！,0,负面,24,这个台灯的尺寸真的不行，不如实体店买。，不推荐！
这个水杯的功能真的不行，不如实体店买。,0,负面,19,这个水杯的功能真的不行，不如实体店买。
被图片骗了，实际台灯的质量很差，不值这个价。，推荐！,0,负面,26,被图片骗了，实际台灯的质量很差，不值这个价。，推荐！
这个手机的颜色不行，建议大家别买。！,0,负面,18,这个手机的颜色不行，建议大家别买。！
水杯的物流很好，做工精细，很喜欢。,1,正面,17,水杯的物流很好，做工精细，很喜欢。
这个耳机的包装很差，和图片上的完全不一样。,0,负面,21,这个耳机的包装很差，和图片上的完全不一样。
这个鞋子的颜色很差，和图片上的完全不一样。,0,负面,21,这个鞋子的颜色很差，和图片上的完全不一样。
